"","Origin","destination","Year","Value"
"Croatia.BIH.2003","Croatia","BIH",2003,".."
"Cyprus.BIH.2003","Cyprus","BIH",2003,".."
"Czech Republic.BIH.2003","Czech Republic","BIH",2003,".."
"Denmark.BIH.2003","Denmark","BIH",2003,".."
"France.BIH.2003","France","BIH",2003,".."
"Germany.BIH.2003","Germany","BIH",2003,".."
"Hungary.BIH.2003","Hungary","BIH",2003,".."
"Ireland.BIH.2003","Ireland","BIH",2003,".."
"Italy.BIH.2003","Italy","BIH",2003,".."
"Lithuania.BIH.2003","Lithuania","BIH",2003,".."
"Luxembourg.BIH.2003","Luxembourg","BIH",2003,".."
"Netherlands.BIH.2003","Netherlands","BIH",2003,".."
"Poland.BIH.2003","Poland","BIH",2003,".."
"Slovakia.BIH.2003","Slovakia","BIH",2003,".."
"Slovenia.BIH.2003","Slovenia","BIH",2003,".."
"Spain.BIH.2003","Spain","BIH",2003,".."
"Sweden.BIH.2003","Sweden","BIH",2003,".."
"United Kingdom.BIH.2003","United Kingdom","BIH",2003,".."
"Liechtenstein.BIH.2003","Liechtenstein","BIH",2003,".."
"Norway.BIH.2003","Norway","BIH",2003,".."
"Switzerland.BIH.2003","Switzerland","BIH",2003,".."
"Canada.BIH.2003","Canada","BIH",2003,".."
"United States.BIH.2003","United States","BIH",2003,".."
"Malaysia.BIH.2003","Malaysia","BIH",2003,".."
"Kuwait.BIH.2003","Kuwait","BIH",2003,".."
"Saudi Arabia.BIH.2003","Saudi Arabia","BIH",2003,".."
"Turkey.BIH.2003","Turkey","BIH",2003,".."
"United Arab Emirates.BIH.2003","United Arab Emirates","BIH",2003,".."
"Montenegro.BIH.2003","Montenegro","BIH",2003,".."
"Serbia.BIH.2003","Serbia","BIH",2003,".."
"CIS.BIH.2003","CIS","BIH",2003,".."
"Russian Federation.BIH.2003","Russian Federation","BIH",2003,".."
"Austria.BIH.2004","Austria","BIH",2004,"106"
"Belgium.BIH.2004","Belgium","BIH",2004,"0"
"Croatia.BIH.2004","Croatia","BIH",2004,"69"
"Cyprus.BIH.2004","Cyprus","BIH",2004,"0"
"Czech Republic.BIH.2004","Czech Republic","BIH",2004,"0"
"Denmark.BIH.2004","Denmark","BIH",2004,"0"
"France.BIH.2004","France","BIH",2004,"6"
"Germany.BIH.2004","Germany","BIH",2004,"40"
"Hungary.BIH.2004","Hungary","BIH",2004,"0"
"Ireland.BIH.2004","Ireland","BIH",2004,"0"
"Italy.BIH.2004","Italy","BIH",2004,"19"
"Lithuania.BIH.2004","Lithuania","BIH",2004,"0"
"Luxembourg.BIH.2004","Luxembourg","BIH",2004,"0"
"Netherlands.BIH.2004","Netherlands","BIH",2004,"15"
"Poland.BIH.2004","Poland","BIH",2004,"0"
"Slovakia.BIH.2004","Slovakia","BIH",2004,"0"
"Slovenia.BIH.2004","Slovenia","BIH",2004,"46"
"Spain.BIH.2004","Spain","BIH",2004,"0"
"Sweden.BIH.2004","Sweden","BIH",2004,"1"
"United Kingdom.BIH.2004","United Kingdom","BIH",2004,"0"
"Liechtenstein.BIH.2004","Liechtenstein","BIH",2004,"0"
"Norway.BIH.2004","Norway","BIH",2004,"0"
"Switzerland.BIH.2004","Switzerland","BIH",2004,"5"
"Canada.BIH.2004","Canada","BIH",2004,"0"
"United States.BIH.2004","United States","BIH",2004,"1"
"Malaysia.BIH.2004","Malaysia","BIH",2004,"2"
"Kuwait.BIH.2004","Kuwait","BIH",2004,"0"
"Saudi Arabia.BIH.2004","Saudi Arabia","BIH",2004,"0"
"Turkey.BIH.2004","Turkey","BIH",2004,"7"
"United Arab Emirates.BIH.2004","United Arab Emirates","BIH",2004,"0"
"Montenegro.BIH.2004","Montenegro","BIH",2004,"0"
"Serbia.BIH.2004","Serbia","BIH",2004,"4"
"CIS.BIH.2004","CIS","BIH",2004,"0"
"Russian Federation.BIH.2004","Russian Federation","BIH",2004,"0"
"Austria.BIH.2005","Austria","BIH",2005,"101"
"Belgium.BIH.2005","Belgium","BIH",2005,"0"
"Croatia.BIH.2005","Croatia","BIH",2005,"52"
"Cyprus.BIH.2005","Cyprus","BIH",2005,"0"
"Czech Republic.BIH.2005","Czech Republic","BIH",2005,"0"
"Denmark.BIH.2005","Denmark","BIH",2005,"11"
"France.BIH.2005","France","BIH",2005,"- -2"
"Germany.BIH.2005","Germany","BIH",2005,"15"
"Hungary.BIH.2005","Hungary","BIH",2005,"0"
"Ireland.BIH.2005","Ireland","BIH",2005,"0"
"Italy.BIH.2005","Italy","BIH",2005,"17"
"Lithuania.BIH.2005","Lithuania","BIH",2005,"0"
"Luxembourg.BIH.2005","Luxembourg","BIH",2005,"8"
"Netherlands.BIH.2005","Netherlands","BIH",2005,"19"
"Poland.BIH.2005","Poland","BIH",2005,"0"
"Slovakia.BIH.2005","Slovakia","BIH",2005,"12"
"Slovenia.BIH.2005","Slovenia","BIH",2005,"70"
"Spain.BIH.2005","Spain","BIH",2005,"0"
"Sweden.BIH.2005","Sweden","BIH",2005,"3"
"United Kingdom.BIH.2005","United Kingdom","BIH",2005,"15"
"Liechtenstein.BIH.2005","Liechtenstein","BIH",2005,"0"
"Norway.BIH.2005","Norway","BIH",2005,"0"
"Switzerland.BIH.2005","Switzerland","BIH",2005,"14"
"Canada.BIH.2005","Canada","BIH",2005,"0"
"United States.BIH.2005","United States","BIH",2005,"9"
"Malaysia.BIH.2005","Malaysia","BIH",2005,"- -5"
"Kuwait.BIH.2005","Kuwait","BIH",2005,"0"
"Saudi Arabia.BIH.2005","Saudi Arabia","BIH",2005,"0"
"Turkey.BIH.2005","Turkey","BIH",2005,"11"
"United Arab Emirates.BIH.2005","United Arab Emirates","BIH",2005,"0"
"Montenegro.BIH.2005","Montenegro","BIH",2005,"0"
"Serbia.BIH.2005","Serbia","BIH",2005,"25"
"CIS.BIH.2005","CIS","BIH",2005,"0"
"Russian Federation.BIH.2005","Russian Federation","BIH",2005,"0"
"Austria.BIH.2006","Austria","BIH",2006,"151"
"Belgium.BIH.2006","Belgium","BIH",2006,"0"
"Croatia.BIH.2006","Croatia","BIH",2006,"117"
"Cyprus.BIH.2006","Cyprus","BIH",2006,"0"
"Czech Republic.BIH.2006","Czech Republic","BIH",2006,"0"
"Denmark.BIH.2006","Denmark","BIH",2006,"9"
"France.BIH.2006","France","BIH",2006,"6"
"Germany.BIH.2006","Germany","BIH",2006,"24"
"Hungary.BIH.2006","Hungary","BIH",2006,"0"
"Ireland.BIH.2006","Ireland","BIH",2006,"0"
"Italy.BIH.2006","Italy","BIH",2006,"27"
"Lithuania.BIH.2006","Lithuania","BIH",2006,"4"
"Luxembourg.BIH.2006","Luxembourg","BIH",2006,"0"
"Netherlands.BIH.2006","Netherlands","BIH",2006,"26"
"Poland.BIH.2006","Poland","BIH",2006,"0"
"Slovakia.BIH.2006","Slovakia","BIH",2006,"10"
"Slovenia.BIH.2006","Slovenia","BIH",2006,"74"
"Spain.BIH.2006","Spain","BIH",2006,"0"
"Sweden.BIH.2006","Sweden","BIH",2006,"2"
"United Kingdom.BIH.2006","United Kingdom","BIH",2006,"9"
"Liechtenstein.BIH.2006","Liechtenstein","BIH",2006,"0"
"Norway.BIH.2006","Norway","BIH",2006,"0"
"Switzerland.BIH.2006","Switzerland","BIH",2006,"36"
"Canada.BIH.2006","Canada","BIH",2006,"0"
"United States.BIH.2006","United States","BIH",2006,"- -2"
"Malaysia.BIH.2006","Malaysia","BIH",2006,"1"
"Kuwait.BIH.2006","Kuwait","BIH",2006,"0"
"Saudi Arabia.BIH.2006","Saudi Arabia","BIH",2006,"10"
"Turkey.BIH.2006","Turkey","BIH",2006,"31"
"United Arab Emirates.BIH.2006","United Arab Emirates","BIH",2006,"6"
"Montenegro.BIH.2006","Montenegro","BIH",2006,"0"
"Serbia.BIH.2006","Serbia","BIH",2006,"25"
"CIS.BIH.2006","CIS","BIH",2006,"0"
"Russian Federation.BIH.2006","Russian Federation","BIH",2006,"0"
"Austria.BIH.2007","Austria","BIH",2007,"205"
"Belgium.BIH.2007","Belgium","BIH",2007,"0"
"Croatia.BIH.2007","Croatia","BIH",2007,"112"
"Cyprus.BIH.2007","Cyprus","BIH",2007,"2"
"Czech Republic.BIH.2007","Czech Republic","BIH",2007,"1"
"Denmark.BIH.2007","Denmark","BIH",2007,"7"
"France.BIH.2007","France","BIH",2007,"46"
"Germany.BIH.2007","Germany","BIH",2007,"12"
"Hungary.BIH.2007","Hungary","BIH",2007,"20"
"Ireland.BIH.2007","Ireland","BIH",2007,"0"
"Italy.BIH.2007","Italy","BIH",2007,"16"
"Lithuania.BIH.2007","Lithuania","BIH",2007,"- -3"
"Luxembourg.BIH.2007","Luxembourg","BIH",2007,"30"
"Netherlands.BIH.2007","Netherlands","BIH",2007,"20"
"Poland.BIH.2007","Poland","BIH",2007,"4"
"Slovakia.BIH.2007","Slovakia","BIH",2007,"1"
"Slovenia.BIH.2007","Slovenia","BIH",2007,"93"
"Spain.BIH.2007","Spain","BIH",2007,"0"
"Sweden.BIH.2007","Sweden","BIH",2007,"3"
"United Kingdom.BIH.2007","United Kingdom","BIH",2007,"- -1"
"Liechtenstein.BIH.2007","Liechtenstein","BIH",2007,"1"
"Norway.BIH.2007","Norway","BIH",2007,"0"
"Switzerland.BIH.2007","Switzerland","BIH",2007,"46"
"Canada.BIH.2007","Canada","BIH",2007,"0"
"United States.BIH.2007","United States","BIH",2007,"4"
"Malaysia.BIH.2007","Malaysia","BIH",2007,"1"
"Kuwait.BIH.2007","Kuwait","BIH",2007,"1"
"Saudi Arabia.BIH.2007","Saudi Arabia","BIH",2007,"9"
"Turkey.BIH.2007","Turkey","BIH",2007,"0"
"United Arab Emirates.BIH.2007","United Arab Emirates","BIH",2007,"8"
"Montenegro.BIH.2007","Montenegro","BIH",2007,"8"
"Serbia.BIH.2007","Serbia","BIH",2007,"946"
"CIS.BIH.2007","CIS","BIH",2007,"233"
"Russian Federation.BIH.2007","Russian Federation","BIH",2007,"233"
"Austria.BIH.2008","Austria","BIH",2008,"182"
"Belgium.BIH.2008","Belgium","BIH",2008,"0"
"Croatia.BIH.2008","Croatia","BIH",2008,"77"
"Cyprus.BIH.2008","Cyprus","BIH",2008,"15"
"Czech Republic.BIH.2008","Czech Republic","BIH",2008,"0"
"Denmark.BIH.2008","Denmark","BIH",2008,"6"
"France.BIH.2008","France","BIH",2008,"5"
"Germany.BIH.2008","Germany","BIH",2008,"22"
"Hungary.BIH.2008","Hungary","BIH",2008,"1"
"Ireland.BIH.2008","Ireland","BIH",2008,"0"
"Italy.BIH.2008","Italy","BIH",2008,"36"
"Lithuania.BIH.2008","Lithuania","BIH",2008,"4"
"Luxembourg.BIH.2008","Luxembourg","BIH",2008,"10"
"Netherlands.BIH.2008","Netherlands","BIH",2008,"27"
"Poland.BIH.2008","Poland","BIH",2008,"0"
"Slovakia.BIH.2008","Slovakia","BIH",2008,"0"
"Slovenia.BIH.2008","Slovenia","BIH",2008,"157"
"Spain.BIH.2008","Spain","BIH",2008,"0"
"Sweden.BIH.2008","Sweden","BIH",2008,"3"
"United Kingdom.BIH.2008","United Kingdom","BIH",2008,"- -3"
"Liechtenstein.BIH.2008","Liechtenstein","BIH",2008,"3"
"Norway.BIH.2008","Norway","BIH",2008,"4"
"Switzerland.BIH.2008","Switzerland","BIH",2008,"30"
"Canada.BIH.2008","Canada","BIH",2008,"0"
"United States.BIH.2008","United States","BIH",2008,"7"
"Malaysia.BIH.2008","Malaysia","BIH",2008,"- -3"
"Kuwait.BIH.2008","Kuwait","BIH",2008,"1"
"Saudi Arabia.BIH.2008","Saudi Arabia","BIH",2008,"9"
"Turkey.BIH.2008","Turkey","BIH",2008,"4"
"United Arab Emirates.BIH.2008","United Arab Emirates","BIH",2008,"3"
"Montenegro.BIH.2008","Montenegro","BIH",2008,"2"
"Serbia.BIH.2008","Serbia","BIH",2008,"160"
"CIS.BIH.2008","CIS","BIH",2008,"254"
"Russian Federation.BIH.2008","Russian Federation","BIH",2008,"254"
"Austria.BIH.2009","Austria","BIH",2009,"57"
"Belgium.BIH.2009","Belgium","BIH",2009,"0"
"Croatia.BIH.2009","Croatia","BIH",2009,"89"
"Cyprus.BIH.2009","Cyprus","BIH",2009,"1"
"Czech Republic.BIH.2009","Czech Republic","BIH",2009,"0"
"Denmark.BIH.2009","Denmark","BIH",2009,"6"
"France.BIH.2009","France","BIH",2009,"- -9"
"Germany.BIH.2009","Germany","BIH",2009,"- -6"
"Hungary.BIH.2009","Hungary","BIH",2009,"8"
"Ireland.BIH.2009","Ireland","BIH",2009,"0"
"Italy.BIH.2009","Italy","BIH",2009,"3"
"Lithuania.BIH.2009","Lithuania","BIH",2009,"- -3"
"Luxembourg.BIH.2009","Luxembourg","BIH",2009,"13"
"Netherlands.BIH.2009","Netherlands","BIH",2009,"- -12"
"Poland.BIH.2009","Poland","BIH",2009,"0"
"Slovakia.BIH.2009","Slovakia","BIH",2009,"8"
"Slovenia.BIH.2009","Slovenia","BIH",2009,"42"
"Spain.BIH.2009","Spain","BIH",2009,"0"
"Sweden.BIH.2009","Sweden","BIH",2009,"2"
"United Kingdom.BIH.2009","United Kingdom","BIH",2009,"1"
"Liechtenstein.BIH.2009","Liechtenstein","BIH",2009,"2"
"Norway.BIH.2009","Norway","BIH",2009,"- -1"
"Switzerland.BIH.2009","Switzerland","BIH",2009,"- -87"
"Canada.BIH.2009","Canada","BIH",2009,"0"
"United States.BIH.2009","United States","BIH",2009,"- -2"
"Malaysia.BIH.2009","Malaysia","BIH",2009,"0"
"Kuwait.BIH.2009","Kuwait","BIH",2009,"0"
"Saudi Arabia.BIH.2009","Saudi Arabia","BIH",2009,"20"
"Turkey.BIH.2009","Turkey","BIH",2009,"13"
"United Arab Emirates.BIH.2009","United Arab Emirates","BIH",2009,"3"
"Montenegro.BIH.2009","Montenegro","BIH",2009,"- -5"
"Serbia.BIH.2009","Serbia","BIH",2009,"2"
"CIS.BIH.2009","CIS","BIH",2009,"92"
"Russian Federation.BIH.2009","Russian Federation","BIH",2009,"92"
"Austria.BIH.2010","Austria","BIH",2010,"41"
"Belgium.BIH.2010","Belgium","BIH",2010,"0"
"Croatia.BIH.2010","Croatia","BIH",2010,"58"
"Cyprus.BIH.2010","Cyprus","BIH",2010,"1"
"Czech Republic.BIH.2010","Czech Republic","BIH",2010,"1"
"Denmark.BIH.2010","Denmark","BIH",2010,"3"
"France.BIH.2010","France","BIH",2010,"1"
"Germany.BIH.2010","Germany","BIH",2010,"13"
"Hungary.BIH.2010","Hungary","BIH",2010,"34"
"Ireland.BIH.2010","Ireland","BIH",2010,"0"
"Italy.BIH.2010","Italy","BIH",2010,"11"
"Lithuania.BIH.2010","Lithuania","BIH",2010,"5"
"Luxembourg.BIH.2010","Luxembourg","BIH",2010,"5"
"Netherlands.BIH.2010","Netherlands","BIH",2010,"32"
"Poland.BIH.2010","Poland","BIH",2010,"2"
"Slovakia.BIH.2010","Slovakia","BIH",2010,"0"
"Slovenia.BIH.2010","Slovenia","BIH",2010,"- -15"
"Spain.BIH.2010","Spain","BIH",2010,"0"
"Sweden.BIH.2010","Sweden","BIH",2010,"8"
"United Kingdom.BIH.2010","United Kingdom","BIH",2010,"- -5"
"Liechtenstein.BIH.2010","Liechtenstein","BIH",2010,"0"
"Norway.BIH.2010","Norway","BIH",2010,"9"
"Switzerland.BIH.2010","Switzerland","BIH",2010,"57"
"Canada.BIH.2010","Canada","BIH",2010,"0"
"United States.BIH.2010","United States","BIH",2010,"0"
"Malaysia.BIH.2010","Malaysia","BIH",2010,"- -1"
"Kuwait.BIH.2010","Kuwait","BIH",2010,"3"
"Saudi Arabia.BIH.2010","Saudi Arabia","BIH",2010,"16"
"Turkey.BIH.2010","Turkey","BIH",2010,"31"
"United Arab Emirates.BIH.2010","United Arab Emirates","BIH",2010,"4"
"Montenegro.BIH.2010","Montenegro","BIH",2010,"- -4"
"Serbia.BIH.2010","Serbia","BIH",2010,"27"
"CIS.BIH.2010","CIS","BIH",2010,"60"
"Russian Federation.BIH.2010","Russian Federation","BIH",2010,"60"
"Austria.BIH.2011","Austria","BIH",2011,"98"
"Belgium.BIH.2011","Belgium","BIH",2011,"0"
"Croatia.BIH.2011","Croatia","BIH",2011,"21"
"Cyprus.BIH.2011","Cyprus","BIH",2011,"3"
"Czech Republic.BIH.2011","Czech Republic","BIH",2011,"2"
"Denmark.BIH.2011","Denmark","BIH",2011,"7"
"France.BIH.2011","France","BIH",2011,"- -6"
"Germany.BIH.2011","Germany","BIH",2011,"26"
"Hungary.BIH.2011","Hungary","BIH",2011,"4"
"Ireland.BIH.2011","Ireland","BIH",2011,"1"
"Italy.BIH.2011","Italy","BIH",2011,"6"
"Lithuania.BIH.2011","Lithuania","BIH",2011,"1"
"Luxembourg.BIH.2011","Luxembourg","BIH",2011,"44"
"Netherlands.BIH.2011","Netherlands","BIH",2011,"12"
"Poland.BIH.2011","Poland","BIH",2011,"1"
"Slovakia.BIH.2011","Slovakia","BIH",2011,"0"
"Slovenia.BIH.2011","Slovenia","BIH",2011,"44"
"Spain.BIH.2011","Spain","BIH",2011,"5"
"Sweden.BIH.2011","Sweden","BIH",2011,"- -3"
"United Kingdom.BIH.2011","United Kingdom","BIH",2011,"4"
"Liechtenstein.BIH.2011","Liechtenstein","BIH",2011,"0"
"Norway.BIH.2011","Norway","BIH",2011,"2"
"Switzerland.BIH.2011","Switzerland","BIH",2011,"- -4"
"Canada.BIH.2011","Canada","BIH",2011,"0"
"United States.BIH.2011","United States","BIH",2011,"0"
"Malaysia.BIH.2011","Malaysia","BIH",2011,"1"
"Kuwait.BIH.2011","Kuwait","BIH",2011,"5"
"Saudi Arabia.BIH.2011","Saudi Arabia","BIH",2011,"0"
"Turkey.BIH.2011","Turkey","BIH",2011,"26"
"United Arab Emirates.BIH.2011","United Arab Emirates","BIH",2011,"- -4"
"Montenegro.BIH.2011","Montenegro","BIH",2011,"- -2"
"Serbia.BIH.2011","Serbia","BIH",2011,"72"
"CIS.BIH.2011","CIS","BIH",2011,"100"
"Russian Federation.BIH.2011","Russian Federation","BIH",2011,"100"
"Austria.BIH.2012","Austria","BIH",2012,"86"
"Belgium.BIH.2012","Belgium","BIH",2012,"7"
"Croatia.BIH.2012","Croatia","BIH",2012,"78"
"Cyprus.BIH.2012","Cyprus","BIH",2012,"22"
"Czech Republic.BIH.2012","Czech Republic","BIH",2012,"4"
"Denmark.BIH.2012","Denmark","BIH",2012,"56"
"France.BIH.2012","France","BIH",2012,"- -7"
"Germany.BIH.2012","Germany","BIH",2012,"27"
"Hungary.BIH.2012","Hungary","BIH",2012,"- -23"
"Ireland.BIH.2012","Ireland","BIH",2012,"0"
"Italy.BIH.2012","Italy","BIH",2012,"9"
"Lithuania.BIH.2012","Lithuania","BIH",2012,"- -21"
"Luxembourg.BIH.2012","Luxembourg","BIH",2012,"15"
"Netherlands.BIH.2012","Netherlands","BIH",2012,"1"
"Poland.BIH.2012","Poland","BIH",2012,"- -5"
"Slovakia.BIH.2012","Slovakia","BIH",2012,"0"
"Slovenia.BIH.2012","Slovenia","BIH",2012,"- -36"
"Spain.BIH.2012","Spain","BIH",2012,"2"
"Sweden.BIH.2012","Sweden","BIH",2012,"6"
"United Kingdom.BIH.2012","United Kingdom","BIH",2012,"0"
"Liechtenstein.BIH.2012","Liechtenstein","BIH",2012,"0"
"Norway.BIH.2012","Norway","BIH",2012,"- -1"
"Switzerland.BIH.2012","Switzerland","BIH",2012,"5"
"Canada.BIH.2012","Canada","BIH",2012,"1"
"United States.BIH.2012","United States","BIH",2012,"3"
"Malaysia.BIH.2012","Malaysia","BIH",2012,"1"
"Kuwait.BIH.2012","Kuwait","BIH",2012,"8"
"Saudi Arabia.BIH.2012","Saudi Arabia","BIH",2012,"29"
"Turkey.BIH.2012","Turkey","BIH",2012,"- -3"
"United Arab Emirates.BIH.2012","United Arab Emirates","BIH",2012,"- -20"
"Montenegro.BIH.2012","Montenegro","BIH",2012,"- -1"
"Serbia.BIH.2012","Serbia","BIH",2012,"0"
"CIS.BIH.2012","CIS","BIH",2012,"100"
"Russian Federation.BIH.2012","Russian Federation","BIH",2012,"100"
"Brazil.BIOT.2001","Brazil","BIOT",2001,"-"
"Japan.BIOT.2001","Japan","BIOT",2001,"-"
"Luxembourg.BIOT.2001","Luxembourg","BIOT",2001,"-"
"Brazil.BIOT.2002","Brazil","BIOT",2002,"-"
"Japan.BIOT.2002","Japan","BIOT",2002,"-"
"Luxembourg.BIOT.2002","Luxembourg","BIOT",2002,"-1"
"Brazil.BIOT.2003","Brazil","BIOT",2003,"-"
"Japan.BIOT.2003","Japan","BIOT",2003,"-"
"Luxembourg.BIOT.2003","Luxembourg","BIOT",2003,"-"
"Brazil.BIOT.2004","Brazil","BIOT",2004,"-"
"Japan.BIOT.2004","Japan","BIOT",2004,"-"
"Luxembourg.BIOT.2004","Luxembourg","BIOT",2004,"-"
"Brazil.BIOT.2005","Brazil","BIOT",2005,"-"
"Japan.BIOT.2005","Japan","BIOT",2005,"-"
"Luxembourg.BIOT.2005","Luxembourg","BIOT",2005,"-"
"Brazil.BIOT.2006","Brazil","BIOT",2006,"-"
"Japan.BIOT.2006","Japan","BIOT",2006,"4"
"Luxembourg.BIOT.2006","Luxembourg","BIOT",2006,"-"
"Brazil.BIOT.2007","Brazil","BIOT",2007,"-"
"Japan.BIOT.2007","Japan","BIOT",2007,"-"
"Luxembourg.BIOT.2007","Luxembourg","BIOT",2007,"-"
"Brazil.BIOT.2008","Brazil","BIOT",2008,"-"
"Japan.BIOT.2008","Japan","BIOT",2008,"-"
"Luxembourg.BIOT.2008","Luxembourg","BIOT",2008,"-"
"Brazil.BIOT.2009","Brazil","BIOT",2009,"-"
"Japan.BIOT.2009","Japan","BIOT",2009,"-"
"Luxembourg.BIOT.2009","Luxembourg","BIOT",2009,"-"
"Brazil.BIOT.2010","Brazil","BIOT",2010,"-"
"Japan.BIOT.2010","Japan","BIOT",2010,"-"
"Luxembourg.BIOT.2010","Luxembourg","BIOT",2010,"-"
"Brazil.BIOT.2011","Brazil","BIOT",2011,"-5"
"Japan.BIOT.2011","Japan","BIOT",2011,"-"
"Luxembourg.BIOT.2011","Luxembourg","BIOT",2011,"-"
"Brazil.BIOT.2012","Brazil","BIOT",2012,"102"
"Japan.BIOT.2012","Japan","BIOT",2012,"-"
"Luxembourg.BIOT.2012","Luxembourg","BIOT",2012,"-"
"CIS.BLR.2001","CIS","BLR",2001,"49"
"Russian Federation.BLR.2001","Russian Federation","BLR",2001,"49"
"Ukraine.BLR.2001","Ukraine","BLR",2001,"0"
"CIS.BLR.2002","CIS","BLR",2002,"105"
"Russian Federation.BLR.2002","Russian Federation","BLR",2002,"100"
"Ukraine.BLR.2002","Ukraine","BLR",2002,"0"
"CIS.BLR.2003","CIS","BLR",2003,"109"
"Russian Federation.BLR.2003","Russian Federation","BLR",2003,"108"
"Ukraine.BLR.2003","Ukraine","BLR",2003,"0"
"CIS.BLR.2004","CIS","BLR",2004,"32"
"Russian Federation.BLR.2004","Russian Federation","BLR",2004,"32"
"Ukraine.BLR.2004","Ukraine","BLR",2004,"0"
"CIS.BLR.2005","CIS","BLR",2005,"245"
"Russian Federation.BLR.2005","Russian Federation","BLR",2005,"245"
"Ukraine.BLR.2005","Ukraine","BLR",2005,"0"
"CIS.BLR.2006","CIS","BLR",2006,"205"
"Russian Federation.BLR.2006","Russian Federation","BLR",2006,"204"
"Ukraine.BLR.2006","Ukraine","BLR",2006,"0"
"CIS.BLR.2007","CIS","BLR",2007,"822"
"Russian Federation.BLR.2007","Russian Federation","BLR",2007,"813"
"Ukraine.BLR.2007","Ukraine","BLR",2007,"9"
"CIS.BLR.2008","CIS","BLR",2008,"1 063"
"Russian Federation.BLR.2008","Russian Federation","BLR",2008,"1 032"
"Ukraine.BLR.2008","Ukraine","BLR",2008,"31"
"CIS.BLR.2009","CIS","BLR",2009,"1 372"
"Russian Federation.BLR.2009","Russian Federation","BLR",2009,"1 370"
"Ukraine.BLR.2009","Ukraine","BLR",2009,"2"
"CIS.BLR.2010","CIS","BLR",2010,"937"
"Russian Federation.BLR.2010","Russian Federation","BLR",2010,"934"
"Ukraine.BLR.2010","Ukraine","BLR",2010,"3"
"CIS.BLR.2011","CIS","BLR",2011,"2 823"
"Russian Federation.BLR.2011","Russian Federation","BLR",2011,"2 820"
"Ukraine.BLR.2011","Ukraine","BLR",2011,"3"
"CIS.BLR.2012","CIS","BLR",2012,"484"
"Russian Federation.BLR.2012","Russian Federation","BLR",2012,"470"
"Ukraine.BLR.2012","Ukraine","BLR",2012,"14"
"Belgium.BLZ.2001","Belgium","BLZ",2001,"0"
"Brazil.BLZ.2001","Brazil","BLZ",2001,"0"
"Bulgaria.BLZ.2001","Bulgaria","BLZ",2001,"0"
"Cyprus.BLZ.2001","Cyprus","BLZ",2001,"0"
"Czech Republic.BLZ.2001","Czech Republic","BLZ",2001,"0"
"Estonia.BLZ.2001","Estonia","BLZ",2001,"0"
"France.BLZ.2001","France","BLZ",2001,"0"
"Germany.BLZ.2001","Germany","BLZ",2001,"0"
"Japan.BLZ.2001","Japan","BLZ",2001,"0"
"Korea, Republic of.BLZ.2001","Korea, Republic of","BLZ",2001,"0"
"Latvia.BLZ.2001","Latvia","BLZ",2001,"0"
"Luxembourg.BLZ.2001","Luxembourg","BLZ",2001,"0"
"Spain.BLZ.2001","Spain","BLZ",2001,"0"
"United States.BLZ.2001","United States","BLZ",2001,"- -66"
"Belgium.BLZ.2002","Belgium","BLZ",2002,"0"
"Brazil.BLZ.2002","Brazil","BLZ",2002,"0"
"Bulgaria.BLZ.2002","Bulgaria","BLZ",2002,"- -1"
"Cyprus.BLZ.2002","Cyprus","BLZ",2002,"0"
"Czech Republic.BLZ.2002","Czech Republic","BLZ",2002,"0"
"Estonia.BLZ.2002","Estonia","BLZ",2002,"0"
"France.BLZ.2002","France","BLZ",2002,"0"
"Germany.BLZ.2002","Germany","BLZ",2002,"0"
"Japan.BLZ.2002","Japan","BLZ",2002,"0"
"Korea, Republic of.BLZ.2002","Korea, Republic of","BLZ",2002,"0"
"Latvia.BLZ.2002","Latvia","BLZ",2002,"0"
"Luxembourg.BLZ.2002","Luxembourg","BLZ",2002,"1"
"Spain.BLZ.2002","Spain","BLZ",2002,"0"
"United States.BLZ.2002","United States","BLZ",2002,"18"
"Belgium.BLZ.2003","Belgium","BLZ",2003,"0"
"Brazil.BLZ.2003","Brazil","BLZ",2003,"0"
"Bulgaria.BLZ.2003","Bulgaria","BLZ",2003,"0"
"Cyprus.BLZ.2003","Cyprus","BLZ",2003,"0"
"Czech Republic.BLZ.2003","Czech Republic","BLZ",2003,"0"
"Estonia.BLZ.2003","Estonia","BLZ",2003,"0"
"France.BLZ.2003","France","BLZ",2003,"0"
"Germany.BLZ.2003","Germany","BLZ",2003,"0"
"Japan.BLZ.2003","Japan","BLZ",2003,"0"
"Korea, Republic of.BLZ.2003","Korea, Republic of","BLZ",2003,"0"
"Latvia.BLZ.2003","Latvia","BLZ",2003,"0"
"Luxembourg.BLZ.2003","Luxembourg","BLZ",2003,"0"
"Spain.BLZ.2003","Spain","BLZ",2003,"0"
"United States.BLZ.2003","United States","BLZ",2003,"2"
"Belgium.BLZ.2004","Belgium","BLZ",2004,"0"
"Brazil.BLZ.2004","Brazil","BLZ",2004,"0"
"Bulgaria.BLZ.2004","Bulgaria","BLZ",2004,"0"
"Cyprus.BLZ.2004","Cyprus","BLZ",2004,"0"
"Czech Republic.BLZ.2004","Czech Republic","BLZ",2004,"0"
"Estonia.BLZ.2004","Estonia","BLZ",2004,"0"
"France.BLZ.2004","France","BLZ",2004,"0"
"Germany.BLZ.2004","Germany","BLZ",2004,"0"
